id,name,unit,data_type,description,createdAt,updatedAt,code,coverage,timespan,datasetId,sourceId,shortUnit,columnOrder,originalMetadata
64362,Deaths - High body-mass index - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 108 3 25 1,,,1806,13116,\N,0,\N
64364,Deaths - High body-mass index - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 108 3 26 1,,,1806,13116,\N,0,\N
64367,Deaths - Low bone mineral density - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 109 3 22 1,,,1807,13117,\N,0,\N
64369,Deaths - Low bone mineral density - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 109 3 24 1,,,1807,13117,\N,0,\N
64371,Deaths - Low bone mineral density - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 109 3 25 1,,,1807,13117,\N,0,\N
64373,Deaths - Low bone mineral density - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 109 3 26 1,,,1807,13117,\N,0,\N
64376,Deaths - Diet low in fruits - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 111 3 22 1,,,1763,13073,\N,0,\N
64378,Deaths - Diet low in fruits - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 111 3 24 1,,,1763,13073,\N,0,\N
64380,Deaths - Diet low in fruits - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 111 3 25 1,,,1763,13073,\N,0,\N
64419,DALYs (Disability-Adjusted Life Years) - Ambient particulate matter pollution - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 19:26,4/23/19 16:24,2 86 3 27 3,,,1817,13127,\N,0,\N
64537,Deaths - Low birth weight for gestation - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 335 3 1 1,,,1826,13136,\N,0,\N
64539,Deaths - Low birth weight for gestation - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 335 3 22 1,,,1826,13136,\N,0,\N
64764,Deaths - Unsafe water source - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 83 3 1 1,,,1815,13125,\N,0,\N
64766,Deaths - Unsafe water source - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 83 3 22 1,,,1815,13125,\N,0,\N
64768,Deaths - Unsafe water source - Sex: Both - Age: 5-14 years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 83 3 23 1,,,1815,13125,\N,0,\N
64770,Deaths - Unsafe water source - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 83 3 24 1,,,1815,13125,\N,0,\N
64772,Deaths - Unsafe water source - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 83 3 25 1,,,1815,13125,\N,0,\N
64774,Deaths - Unsafe water source - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 83 3 26 1,,,1815,13125,\N,0,\N
64776,Deaths - Unsafe water source - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 83 3 27 3,,,1815,13125,\N,0,\N
64777,Deaths - Unsafe sanitation - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 84 3 1 1,,,1816,13126,\N,0,\N
64779,Deaths - Unsafe sanitation - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 84 3 22 1,,,1816,13126,\N,0,\N
64781,Deaths - Unsafe sanitation - Sex: Both - Age: 5-14 years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 84 3 23 1,,,1816,13126,\N,0,\N
64783,Deaths - Unsafe sanitation - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 84 3 24 1,,,1816,13126,\N,0,\N
64785,Deaths - Unsafe sanitation - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 84 3 25 1,,,1816,13126,\N,0,\N
64787,Deaths - Unsafe sanitation - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 84 3 26 1,,,1816,13126,\N,0,\N
64789,Deaths - Unsafe sanitation - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 84 3 27 3,,,1816,13126,\N,0,\N
64790,Deaths - Ambient particulate matter pollution - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 86 3 1 1,,,1817,13127,\N,0,\N
64792,Deaths - Ambient particulate matter pollution - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 86 3 22 1,,,1817,13127,\N,0,\N
64794,Deaths - Ambient particulate matter pollution - Sex: Both - Age: 5-14 years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 86 3 23 1,,,1817,13127,\N,0,\N
64796,Deaths - Ambient particulate matter pollution - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 86 3 24 1,,,1817,13127,\N,0,\N
64798,Deaths - Ambient particulate matter pollution - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 86 3 25 1,,,1817,13127,\N,0,\N
64800,Deaths - Ambient particulate matter pollution - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 86 3 26 1,,,1817,13127,\N,0,\N
64802,Deaths - Ambient particulate matter pollution - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 86 3 27 3,,,1817,13127,\N,0,\N
64803,Deaths - Household air pollution from solid fuels - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 87 3 1 1,,,1818,13128,\N,0,\N
64805,Deaths - Household air pollution from solid fuels - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 87 3 22 1,,,1818,13128,\N,0,\N
64807,Deaths - Household air pollution from solid fuels - Sex: Both - Age: 5-14 years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 87 3 23 1,,,1818,13128,\N,0,\N
64809,Deaths - Household air pollution from solid fuels - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 87 3 24 1,,,1818,13128,\N,0,\N
64811,Deaths - Household air pollution from solid fuels - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 87 3 25 1,,,1818,13128,\N,0,\N
64813,Deaths - Household air pollution from solid fuels - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 87 3 26 1,,,1818,13128,\N,0,\N
64815,Deaths - Household air pollution from solid fuels - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 87 3 27 3,,,1818,13128,\N,0,\N
64816,Deaths - Ambient ozone pollution - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 19:26,4/23/19 16:27,1 88 3 22 1,,,1819,13129,\N,0,\N
64824,Deaths - Ambient ozone pollution - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 19:26,4/23/19 16:26,1 88 3 27 3,,,1819,13129,\N,0,\N
66206,Primary enrolment data available at last cutoff (GEM Report (2017/18)),,binary,"Binary variable describing whether primary enrolment data, specifically total enrolment in primary education for the year ending 2015, was available in the SDG 4 monitoring tables (Global Monitoring Report 2018).",12/8/17 14:54,2/28/18 8:59,\N,Global by country,2017,1879,13887,\N,0,\N
66287,Life expectancy,,numeric,Life expectancy at birth is defined as the average number of years that a newborn could expect to live if he or she were to pass through life subject to the age-specific mortality rates of a given period.,1/4/18 15:25,9/16/19 19:44,\N,,,1892,13901,\N,0,\N
66850,15.1.2 - Proportion of important sites for terrestrial biodiversity that are covered by protected areas - ER_PTD_TERR,Percent,numeric,\N,2/7/18 21:14,2/28/18 8:59,\N,,,1993,13996,\N,0,\N
67516,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 2:18,1 521 3 22 2,,,1550,12860,\N,0,\N
67544,Deaths - Digestive diseases - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 2:19,1 526 3 22 2,,,1555,12865,\N,0,\N
67643,Deaths - Maternal disorders - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 1:42,1 366 3 22 2,,,1621,12931,\N,0,\N
67680,Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 1:45,1 380 3 22 2,,,1630,12940,\N,0,\N
67692,Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 1:56,1 386 3 22 2,,,1525,12835,\N,0,\N
67698,Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 1:56,1 387 3 22 2,,,1526,12836,\N,0,\N
67913,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 2:02,1 491 3 22 2,,,1494,12804,\N,0,\N
67987,Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 2:15,1 508 3 22 2,,,1429,12739,\N,0,\N
68055,"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Percent)",Percent,numeric,\N,2/9/18 17:10,4/24/19 1:37,1 699 3 22 2,,,1502,12812,\N,0,\N
68069,Deaths - Drug use disorders - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 2:53,1 561 3 22 2,,,1591,12901,\N,0,\N
68138,Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/23/19 23:25,1 322 3 22 2,,,1480,12790,\N,0,\N
68156,Deaths - Meningitis - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 2:43,1 332 3 22 2,,,1483,12793,\N,0,\N
68225,Deaths - Malaria - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 2:50,1 345 3 22 2,,,1607,12917,\N,0,\N
68251,Deaths - Alzheimer disease and other dementias - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 2:47,1 543 3 22 2,,,1583,12893,\N,0,\N
68257,Deaths - Parkinson disease - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 2:47,1 544 3 22 2,,,1584,12894,\N,0,\N
68290,Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 2:53,1 560 3 22 2,,,1590,12900,\N,0,\N
68317,Deaths - Road injuries - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 2:14,1 689 3 22 2,,,1540,12850,\N,0,\N
68371,Deaths - Drowning - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 1:37,1 698 3 22 2,,,1577,12887,\N,0,\N
68427,Deaths - Neoplasms - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 1:59,1 410 3 22 2,,,1715,13025,\N,0,\N
68447,Deaths - Hepatitis - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 1:58,1 400 3 22 2,,,1711,13021,\N,0,\N
68478,Deaths - Self-harm - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 1:48,1 718 3 22 2,,,1518,12828,\N,0,\N
68494,Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 1:49,1 724 3 22 2,,,1521,12831,\N,0,\N
68524,Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 1:50,1 729 3 22 2,,,1680,12990,\N,0,\N
68534,Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 1:50,1 842 3 22 2,,,1685,12995,\N,0,\N
68552,Deaths - Tuberculosis - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/23/19 23:23,1 297 3 22 2,,,1466,12776,\N,0,\N
68558,Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/23/19 23:23,1 298 3 22 2,,,1467,12777,\N,0,\N
68714,DALYs (Disability-Adjusted Life Years) - Unintentional injuries - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 0:54,2 696 3 22 2,,,1575,12885,\N,0,\N
68870,DALYs (Disability-Adjusted Life Years) - Chronic respiratory diseases - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 2:27,2 508 3 22 2,,,1429,12739,\N,0,\N
69047,DALYs (Disability-Adjusted Life Years) - Self-harm - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 1:35,2 718 3 22 2,,,1518,12828,\N,0,\N
69083,DALYs (Disability-Adjusted Life Years) - Digestive diseases - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 0:33,2 526 3 22 2,,,1555,12865,\N,0,\N
69218,DALYs (Disability-Adjusted Life Years) - Other non-communicable diseases - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/23/19 23:39,2 640 3 22 2,,,1569,12879,\N,0,\N
69356,DALYs (Disability-Adjusted Life Years) - Neglected tropical diseases and malaria - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 2:33,2 344 3 22 2,,,1606,12916,\N,0,\N
69405,DALYs (Disability-Adjusted Life Years) - Maternal disorders - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 0:16,2 366 3 22 2,,,1621,12931,\N,0,\N
69430,DALYs (Disability-Adjusted Life Years) - Neonatal disorders - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 0:20,2 380 3 22 2,,,1630,12940,\N,0,\N
69466,DALYs (Disability-Adjusted Life Years) - Nutritional deficiencies - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 0:24,2 386 3 22 2,,,1525,12835,\N,0,\N
69609,DALYs (Disability-Adjusted Life Years) - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 0:30,2 521 3 22 2,,,1550,12860,\N,0,\N
69663,DALYs (Disability-Adjusted Life Years) - Conflict and terrorism - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 2:41,2 945 3 22 2,,,1455,12765,\N,0,\N
69845,DALYs (Disability-Adjusted Life Years) - Interpersonal violence - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 1:03,2 724 3 22 2,,,1521,12831,\N,0,\N
69950,DALYs (Disability-Adjusted Life Years) - Exposure to forces of nature - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 1:05,2 729 3 22 2,,,1680,12990,\N,0,\N
70027,DALYs (Disability-Adjusted Life Years) - Transport injuries - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 0:12,2 688 3 22 2,,,1539,12849,\N,0,\N
70072,DALYs (Disability-Adjusted Life Years) - Neurological disorders - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 1:28,2 542 3 22 2,,,1707,13017,\N,0,\N
70126,DALYs (Disability-Adjusted Life Years) - Mental and substance use disorders - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/23/19 23:28,2 558 3 22 2,,,1589,12899,\N,0,\N
70187,"DALYs (Disability-Adjusted Life Years) - Communicable, maternal, neonatal, and nutritional diseases - Sex: Both - Age: All Ages (Percent)",Percent,numeric,\N,2/9/18 17:10,4/24/19 0:43,2 295 3 22 2,,,1464,12774,\N,0,\N
70305,DALYs (Disability-Adjusted Life Years) - Musculoskeletal disorders - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/23/19 23:36,2 626 3 22 2,,,1648,12958,\N,0,\N
70418,DALYs (Disability-Adjusted Life Years) - Non-communicable diseases - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 2:39,2 409 3 22 2,,,1580,12890,\N,0,\N
70461,DALYs (Disability-Adjusted Life Years) - Neoplasms - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 2:39,2 410 3 22 2,,,1715,13025,\N,0,\N
70510,DALYs (Disability-Adjusted Life Years) - Cardiovascular diseases - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 2:36,2 491 3 22 2,,,1494,12804,\N,0,\N
70661,Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/23/19 23:24,1 302 3 22 2,,,1470,12780,\N,0,\N
70670,Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 2:52,1 587 3 22 2,,,1634,12944,\N,0,\N
70682,Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/9/18 17:10,4/24/19 2:20,1 589 3 22 2,,,1636,12946,\N,0,\N
71287,Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 8:37,4/23/19 18:36,5 567 3 27 2,,,2102,14105,\N,0,\N
73036,Prevalence - Alzheimer disease and other dementias - Sex: Both - Age: All Ages (Rate),Rate,numeric,\N,2/11/18 8:37,4/23/19 20:42,5 543 3 22 3,,,2192,14195,\N,0,\N
73050,Prevalence - Alzheimer disease and other dementias - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,2/11/18 8:37,4/23/19 20:42,5 543 3 27 3,,,2192,14195,\N,0,\N
73251,Prevalence - Multidrug-resistant tuberculosis without extensive drug resistance - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:37,4/23/19 18:49,5 946 3 22 1,,,2203,14206,\N,0,\N
73271,Prevalence - Extensively drug-resistant tuberculosis - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:37,4/23/19 18:49,5 947 3 22 1,,,2204,14207,\N,0,\N
73431,Prevalence - Tuberculosis - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:37,4/23/19 20:10,5 297 3 22 1,,,2212,14215,\N,0,\N
73451,Prevalence - HIV/AIDS - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:37,4/23/19 20:11,5 298 3 22 1,,,2213,14216,\N,0,\N
73458,Prevalence - HIV/AIDS - Sex: Both - Age: 15-49 years (Percent),Percent,numeric,\N,2/11/18 8:37,4/23/19 20:11,5 298 3 24 2,,,2213,14216,\N,0,\N
73510,Prevalence - Diarrheal diseases - Sex: Both - Age: Under 5 (Rate),Rate,numeric,\N,2/11/18 8:37,4/23/19 20:11,5 302 3 1 3,,,2216,14219,\N,0,\N
73905,Prevalence - Down syndrome - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 8:37,4/23/19 19:23,5 645 3 27 2,,,2236,14239,\N,0,\N
74033,Prevalence - Gallbladder and biliary tract cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:37,4/23/19 18:30,5 453 3 22 1,,,2244,14247,\N,0,\N
74048,Prevalence - Gallbladder and biliary tract cancer - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 8:37,4/23/19 18:30,5 453 3 27 2,,,2244,14247,\N,0,\N
74053,Prevalence - Pancreatic cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:37,4/23/19 18:30,5 456 3 22 1,,,2245,14248,\N,0,\N
74068,Prevalence - Pancreatic cancer - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 8:37,4/23/19 18:31,5 456 3 27 2,,,2245,14248,\N,0,\N
74093,Prevalence - Non-melanoma skin cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:37,4/23/19 18:31,5 462 3 22 1,,,2247,14250,\N,0,\N
74108,Prevalence - Non-melanoma skin cancer - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 8:37,4/23/19 18:31,5 462 3 27 2,,,2247,14250,\N,0,\N
74113,Prevalence - Ovarian cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:37,4/23/19 18:31,5 465 3 22 1,,,2248,14251,\N,0,\N
74128,Prevalence - Ovarian cancer - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 8:37,4/23/19 18:32,5 465 3 27 2,,,2248,14251,\N,0,\N
74133,Prevalence - Testicular cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:37,4/23/19 18:32,5 468 3 22 1,,,2249,14252,\N,0,\N
74148,Prevalence - Testicular cancer - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 8:37,4/23/19 18:32,5 468 3 27 2,,,2249,14252,\N,0,\N
74153,Prevalence - Kidney cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:37,4/23/19 18:32,5 471 3 22 1,,,2250,14253,\N,0,\N
74168,Prevalence - Kidney cancer - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 8:37,4/23/19 18:32,5 471 3 27 2,,,2250,14253,\N,0,\N
74173,Prevalence - Bladder cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:37,4/23/19 18:32,5 474 3 22 1,,,2251,14254,\N,0,\N
74188,Prevalence - Bladder cancer - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 8:37,4/23/19 18:32,5 474 3 27 2,,,2251,14254,\N,0,\N
74193,Prevalence - Brain and nervous system cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:37,4/23/19 18:33,5 477 3 22 1,,,2252,14255,\N,0,\N
74208,Prevalence - Brain and nervous system cancer - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 8:37,4/23/19 18:33,5 477 3 27 2,,,2252,14255,\N,0,\N
74213,Prevalence - Thyroid cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:37,4/23/19 18:33,5 480 3 22 1,,,2253,14256,\N,0,\N
74228,Prevalence - Thyroid cancer - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 8:37,4/23/19 18:33,5 480 3 27 2,,,2253,14256,\N,0,\N
74984,Prevalence - Trachoma - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,2/11/18 8:37,4/23/19 20:44,5 356 3 27 3,,,2290,14293,\N,0,\N
75028,Prevalence - Rabies - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:37,4/23/19 19:40,5 359 3 22 1,,,2293,14296,\N,0,\N
75429,Prevalence - Tetanus - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:37,4/23/19 18:53,5 340 3 22 1,,,2314,14317,\N,0,\N
75448,Prevalence - Measles - Sex: Both - Age: Under 5 (Rate),Rate,numeric,\N,2/11/18 8:37,4/23/19 18:54,5 341 3 1 3,,,2315,14318,\N,0,\N
