"id","name","unit","description","createdAt","updatedAt","code","coverage","timespan","datasetId","sourceId","shortUnit","columnOrder","originalMetadata"
"68534","Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:14","2019-04-24 01:50:34","1 842 3 22 2","","","1685","12995",\N,"0",\N
"68552","Deaths - Tuberculosis - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:14","2019-04-23 23:23:22","1 297 3 22 2","","","1466","12776",\N,"0",\N
"68558","Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:14","2019-04-23 23:23:38","1 298 3 22 2","","","1467","12777",\N,"0",\N
"68714","DALYs (Disability-Adjusted Life Years) - Unintentional injuries - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:15","2019-04-24 00:54:29","2 696 3 22 2","","","1575","12885",\N,"0",\N
"68870","DALYs (Disability-Adjusted Life Years) - Chronic respiratory diseases - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:15","2019-04-24 02:27:12","2 508 3 22 2","","","1429","12739",\N,"0",\N
"69047","DALYs (Disability-Adjusted Life Years) - Self-harm - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:16","2019-04-24 01:35:20","2 718 3 22 2","","","1518","12828",\N,"0",\N
"69083","DALYs (Disability-Adjusted Life Years) - Digestive diseases - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:16","2019-04-24 00:33:38","2 526 3 22 2","","","1555","12865",\N,"0",\N
"69218","DALYs (Disability-Adjusted Life Years) - Other non-communicable diseases - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:16","2019-04-23 23:39:13","2 640 3 22 2","","","1569","12879",\N,"0",\N
"69356","DALYs (Disability-Adjusted Life Years) - Neglected tropical diseases and malaria - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:16","2019-04-24 02:33:37","2 344 3 22 2","","","1606","12916",\N,"0",\N
"69405","DALYs (Disability-Adjusted Life Years) - Maternal disorders - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:16","2019-04-24 00:16:06","2 366 3 22 2","","","1621","12931",\N,"0",\N
"69430","DALYs (Disability-Adjusted Life Years) - Neonatal disorders - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:16","2019-04-24 00:20:38","2 380 3 22 2","","","1630","12940",\N,"0",\N
"69466","DALYs (Disability-Adjusted Life Years) - Nutritional deficiencies - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:16","2019-04-24 00:24:28","2 386 3 22 2","","","1525","12835",\N,"0",\N
"69609","DALYs (Disability-Adjusted Life Years) - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:17","2019-04-24 00:30:50","2 521 3 22 2","","","1550","12860",\N,"0",\N
"69663","DALYs (Disability-Adjusted Life Years) - Conflict and terrorism - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:17","2019-04-24 02:41:23","2 945 3 22 2","","","1455","12765",\N,"0",\N
"69845","DALYs (Disability-Adjusted Life Years) - Interpersonal violence - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:17","2019-04-24 01:03:46","2 724 3 22 2","","","1521","12831",\N,"0",\N
"69950","DALYs (Disability-Adjusted Life Years) - Exposure to forces of nature - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:17","2019-04-24 01:05:54","2 729 3 22 2","","","1680","12990",\N,"0",\N
"70027","DALYs (Disability-Adjusted Life Years) - Transport injuries - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:17","2019-04-24 00:12:59","2 688 3 22 2","","","1539","12849",\N,"0",\N
"70072","DALYs (Disability-Adjusted Life Years) - Neurological disorders - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:17","2019-04-24 01:28:23","2 542 3 22 2","","","1707","13017",\N,"0",\N
"70126","DALYs (Disability-Adjusted Life Years) - Mental and substance use disorders - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:18","2019-04-23 23:28:13","2 558 3 22 2","","","1589","12899",\N,"0",\N
"70187","DALYs (Disability-Adjusted Life Years) - Communicable, maternal, neonatal, and nutritional diseases - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:18","2019-04-24 00:43:14","2 295 3 22 2","","","1464","12774",\N,"0",\N
"70305","DALYs (Disability-Adjusted Life Years) - Musculoskeletal disorders - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:18","2019-04-23 23:36:13","2 626 3 22 2","","","1648","12958",\N,"0",\N
"70418","DALYs (Disability-Adjusted Life Years) - Non-communicable diseases - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:18","2019-04-24 02:39:26","2 409 3 22 2","","","1580","12890",\N,"0",\N
"70461","DALYs (Disability-Adjusted Life Years) - Neoplasms - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:18","2019-04-24 02:39:39","2 410 3 22 2","","","1715","13025",\N,"0",\N
"70510","DALYs (Disability-Adjusted Life Years) - Cardiovascular diseases - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:18","2019-04-24 02:36:11","2 491 3 22 2","","","1494","12804",\N,"0",\N
"70661","Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:19","2019-04-23 23:24:11","1 302 3 22 2","","","1470","12780",\N,"0",\N
"70670","Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:19","2019-04-24 02:52:43","1 587 3 22 2","","","1634","12944",\N,"0",\N
"70682","Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:19","2019-04-24 02:20:50","1 589 3 22 2","","","1636","12946",\N,"0",\N
"71287","Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:37:45","2019-04-23 18:36:37","5 567 3 27 2","","","2102","14105",\N,"0",\N
"73036","Prevalence - Alzheimer disease and other dementias - Sex: Both - Age: All Ages (Rate)","Rate",\N,"2018-02-11 08:37:48","2019-04-23 20:42:01","5 543 3 22 3","","","2192","14195",\N,"0",\N
"73050","Prevalence - Alzheimer disease and other dementias - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2018-02-11 08:37:48","2019-04-23 20:42:13","5 543 3 27 3","","","2192","14195",\N,"0",\N
"73251","Prevalence - Multidrug-resistant tuberculosis without extensive drug resistance - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:37:49","2019-04-23 18:49:36","5 946 3 22 1","","","2203","14206",\N,"0",\N
"73271","Prevalence - Extensively drug-resistant tuberculosis - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:37:49","2019-04-23 18:49:57","5 947 3 22 1","","","2204","14207",\N,"0",\N
"73431","Prevalence - Tuberculosis - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:37:49","2019-04-23 20:10:39","5 297 3 22 1","","","2212","14215",\N,"0",\N
"73451","Prevalence - HIV/AIDS - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:37:49","2019-04-23 20:11:03","5 298 3 22 1","","","2213","14216",\N,"0",\N
"73458","Prevalence - HIV/AIDS - Sex: Both - Age: 15-49 years (Percent)","Percent",\N,"2018-02-11 08:37:49","2019-04-23 20:11:10","5 298 3 24 2","","","2213","14216",\N,"0",\N
"73510","Prevalence - Diarrheal diseases - Sex: Both - Age: Under 5 (Rate)","Rate",\N,"2018-02-11 08:37:49","2019-04-23 20:11:41","5 302 3 1 3","","","2216","14219",\N,"0",\N
"73905","Prevalence - Down syndrome - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:37:50","2019-04-23 19:23:00","5 645 3 27 2","","","2236","14239",\N,"0",\N
"74033","Prevalence - Gallbladder and biliary tract cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:37:50","2019-04-23 18:30:42","5 453 3 22 1","","","2244","14247",\N,"0",\N
"74048","Prevalence - Gallbladder and biliary tract cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:37:50","2019-04-23 18:30:54","5 453 3 27 2","","","2244","14247",\N,"0",\N
"74053","Prevalence - Pancreatic cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:37:50","2019-04-23 18:30:58","5 456 3 22 1","","","2245","14248",\N,"0",\N
"74068","Prevalence - Pancreatic cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:37:51","2019-04-23 18:31:11","5 456 3 27 2","","","2245","14248",\N,"0",\N
"74093","Prevalence - Non-melanoma skin cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:37:51","2019-04-23 18:31:41","5 462 3 22 1","","","2247","14250",\N,"0",\N
"74108","Prevalence - Non-melanoma skin cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:37:51","2019-04-23 18:31:52","5 462 3 27 2","","","2247","14250",\N,"0",\N
"74113","Prevalence - Ovarian cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:37:51","2019-04-23 18:31:56","5 465 3 22 1","","","2248","14251",\N,"0",\N
"74128","Prevalence - Ovarian cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:37:51","2019-04-23 18:32:08","5 465 3 27 2","","","2248","14251",\N,"0",\N
"74133","Prevalence - Testicular cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:37:51","2019-04-23 18:32:11","5 468 3 22 1","","","2249","14252",\N,"0",\N
"74148","Prevalence - Testicular cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:37:51","2019-04-23 18:32:24","5 468 3 27 2","","","2249","14252",\N,"0",\N
"74153","Prevalence - Kidney cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:37:51","2019-04-23 18:32:27","5 471 3 22 1","","","2250","14253",\N,"0",\N
"74168","Prevalence - Kidney cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:37:51","2019-04-23 18:32:39","5 471 3 27 2","","","2250","14253",\N,"0",\N
"74173","Prevalence - Bladder cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:37:51","2019-04-23 18:32:43","5 474 3 22 1","","","2251","14254",\N,"0",\N
"74188","Prevalence - Bladder cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:37:51","2019-04-23 18:32:56","5 474 3 27 2","","","2251","14254",\N,"0",\N
"74193","Prevalence - Brain and nervous system cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:37:51","2019-04-23 18:33:00","5 477 3 22 1","","","2252","14255",\N,"0",\N
"74208","Prevalence - Brain and nervous system cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:37:51","2019-04-23 18:33:11","5 477 3 27 2","","","2252","14255",\N,"0",\N
"74213","Prevalence - Thyroid cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:37:51","2019-04-23 18:33:15","5 480 3 22 1","","","2253","14256",\N,"0",\N
"74228","Prevalence - Thyroid cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:37:51","2019-04-23 18:33:28","5 480 3 27 2","","","2253","14256",\N,"0",\N
"74984","Prevalence - Trachoma - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2018-02-11 08:37:52","2019-04-23 20:44:48","5 356 3 27 3","","","2290","14293",\N,"0",\N
"75028","Prevalence - Rabies - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:37:53","2019-04-23 19:40:03","5 359 3 22 1","","","2293","14296",\N,"0",\N
"75429","Prevalence - Tetanus - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:37:53","2019-04-23 18:53:57","5 340 3 22 1","","","2314","14317",\N,"0",\N
"75448","Prevalence - Measles - Sex: Both - Age: Under 5 (Rate)","Rate",\N,"2018-02-11 08:37:53","2019-04-23 18:54:14","5 341 3 1 3","","","2315","14318",\N,"0",\N
"75596","Prevalence - Malaria - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:37:54","2019-04-23 18:55:24","5 345 3 27 2","","","2321","14324",\N,"0",\N
"75699","Prevalence - Asthma - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:37:54","2019-04-23 19:30:06","5 515 3 27 2","","","2326","14329",\N,"0",\N
"76525","Incidence - Multidrug-resistant tuberculosis without extensive drug resistance - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:37:56","2019-04-23 20:37:46","6 946 3 22 1","","","2203","14206",\N,"0",\N
"76545","Incidence - Extensively drug-resistant tuberculosis - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:37:56","2019-04-23 20:37:32","6 947 3 22 1","","","2204","14207",\N,"0",\N
"77397","Incidence - Venomous animal contact - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2018-02-11 08:37:57","2019-04-23 20:47:32","6 710 3 27 3","","","2351","14354",\N,"0",\N
"77424","Incidence - Tetanus - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:37:57","2019-04-23 18:28:05","6 340 3 22 1","","","2314","14317",\N,"0",\N
"77426","Incidence - Tetanus - Sex: Both - Age: All Ages (Rate)","Rate",\N,"2018-02-11 08:37:57","2019-04-23 18:28:06","6 340 3 22 3","","","2314","14317",\N,"0",\N
"77504","Incidence - Malaria - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:37:57","2019-04-23 19:50:56","6 345 3 22 1","","","2321","14324",\N,"0",\N
"77506","Incidence - Malaria - Sex: Both - Age: All Ages (Rate)","Rate",\N,"2018-02-11 08:37:57","2019-04-23 19:50:57","6 345 3 22 3","","","2321","14324",\N,"0",\N
"79992","Prevalence - Larynx cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:38:02","2019-04-23 19:01:44","5 423 3 22 1","","","2367","14370",\N,"0",\N
"80007","Prevalence - Larynx cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:38:02","2019-04-23 19:01:59","5 423 3 27 2","","","2367","14370",\N,"0",\N
"80012","Prevalence - Tracheal, bronchus, and lung cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:38:02","2019-04-23 19:02:04","5 426 3 22 1","","","2368","14371",\N,"0",\N
"80027","Prevalence - Tracheal, bronchus, and lung cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:38:02","2019-04-23 19:02:18","5 426 3 27 2","","","2368","14371",\N,"0",\N
"80032","Prevalence - Breast cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:38:02","2019-04-23 19:02:23","5 429 3 22 1","","","2369","14372",\N,"0",\N
"80047","Prevalence - Breast cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:38:02","2019-04-23 19:02:38","5 429 3 27 2","","","2369","14372",\N,"0",\N
"80052","Prevalence - Cervical cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:38:02","2019-04-23 19:02:43","5 432 3 22 1","","","2370","14373",\N,"0",\N
"80067","Prevalence - Cervical cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:38:02","2019-04-23 19:02:59","5 432 3 27 2","","","2370","14373",\N,"0",\N
"80072","Prevalence - Uterine cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:38:02","2019-04-23 19:03:05","5 435 3 22 1","","","2371","14374",\N,"0",\N
"80087","Prevalence - Uterine cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:38:02","2019-04-23 19:03:20","5 435 3 27 2","","","2371","14374",\N,"0",\N
"80092","Prevalence - Prostate cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:38:02","2019-04-23 19:03:25","5 438 3 22 1","","","2372","14375",\N,"0",\N
"80107","Prevalence - Prostate cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:38:02","2019-04-23 19:03:41","5 438 3 27 2","","","2372","14375",\N,"0",\N
"80112","Prevalence - Colon and rectum cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:38:02","2019-04-23 19:03:47","5 441 3 22 1","","","2373","14376",\N,"0",\N
"80127","Prevalence - Colon and rectum cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:38:02","2019-04-23 19:04:04","5 441 3 27 2","","","2373","14376",\N,"0",\N
"80132","Prevalence - Lip and oral cavity cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:38:03","2019-04-23 18:29:59","5 444 3 22 1","","","2374","14377",\N,"0",\N
"80147","Prevalence - Lip and oral cavity cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:38:03","2019-04-23 18:30:11","5 444 3 27 2","","","2374","14377",\N,"0",\N
"80152","Prevalence - Nasopharynx cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:38:03","2019-04-23 18:30:15","5 447 3 22 1","","","2375","14378",\N,"0",\N
"80167","Prevalence - Nasopharynx cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:38:03","2019-04-23 18:30:26","5 447 3 27 2","","","2375","14378",\N,"0",\N
"80952","Incidence - Tuberculosis - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:38:04","2019-04-23 17:46:36","6 297 3 22 1","","","2212","14215",\N,"0",\N
"80972","Incidence - HIV/AIDS - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:38:04","2019-04-23 17:46:49","6 298 3 22 1","","","2213","14216",\N,"0",\N
"80974","Incidence - HIV/AIDS - Sex: Both - Age: All Ages (Rate)","Rate",\N,"2018-02-11 08:38:04","2019-04-23 17:46:51","6 298 3 22 3","","","2213","14216",\N,"0",\N
"81557","Incidence - Rabies - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:38:05","2019-04-23 18:16:21","6 359 3 22 1","","","2293","14296",\N,"0",\N
"81781","Incidence - Hepatitis B - Sex: Both - Age: All Ages (Rate)","Rate",\N,"2018-02-11 08:38:06","2019-04-23 20:34:56","6 402 3 22 3","","","2390","14393",\N,"0",\N
"82138","Prevalence - Esophageal cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:38:07","2019-04-23 18:59:26","5 411 3 22 1","","","2393","14396",\N,"0",\N
"82153","Prevalence - Esophageal cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:38:07","2019-04-23 18:59:38","5 411 3 27 2","","","2393","14396",\N,"0",\N
"82158","Prevalence - Stomach cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:38:07","2019-04-23 18:59:43","5 414 3 22 1","","","2175","14178",\N,"0",\N
"82168","Prevalence - Stomach cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:38:07","2019-04-23 18:59:57","5 414 3 27 2","","","2175","14178",\N,"0",\N
"82173","Prevalence - Liver cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:38:07","2019-04-23 19:00:02","5 417 3 22 1","","","2394","14397",\N,"0",\N
"82188","Prevalence - Liver cancer - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 08:38:07","2019-04-23 19:00:16","5 417 3 27 2","","","2394","14397",\N,"0",\N
"82373","Prevalence - Neoplasms - Sex: Both - Age: Under 5 (Number)","Number",\N,"2018-02-11 08:38:08","2019-04-23 18:59:05","5 410 3 1 1","","","2398","14401",\N,"0",\N
"82374","Prevalence - Neoplasms - Sex: Both - Age: Under 5 (Percent)","Percent",\N,"2018-02-11 08:38:08","2019-04-23 18:59:06","5 410 3 1 2","","","2398","14401",\N,"0",\N
"82496","Prevalence - Neoplasms - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 08:38:09","2019-04-23 18:59:08","5 410 3 22 1","","","2398","14401",\N,"0",\N
"82497","Prevalence - Neoplasms - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-11 08:38:09","2019-04-23 18:59:08","5 410 3 22 2","","","2398","14401",\N,"0",\N
